phrase_datetime,input,phrase,type,url,response_received,no_record,response_recorded,compound_match,rn,rn_url
2020-09-15T20:18:53Z,Flectadol,Flectadol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Flectadol,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:18:59Z,Togal ASS,TogalASS,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/TogalASS,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:19:05Z,Removab,Removab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Removab,TRUE,FALSE,TRUE, Catumaxomab [USAN:INN],509077-98-9,https://chem.nlm.nih.gov/chemidplus/rn/509077-98-9
2020-09-15T20:19:11Z,Doxonolver,Doxonolver,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Doxonolver,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:19:16Z,Macdafen,Macdafen,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Macdafen,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:19:26Z,Biprim,Biprim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biprim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:19:34Z,Aclasta,Aclasta,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aclasta,TRUE,FALSE,TRUE, Zoledronic acid [USAN:INN:BAN],118072-93-8,https://chem.nlm.nih.gov/chemidplus/rn/118072-93-8
2020-09-15T20:19:40Z,Cotolone,Cotolone,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cotolone,TRUE,FALSE,TRUE, Prednisolone [INN:BAN:JAN],50-24-8,https://chem.nlm.nih.gov/chemidplus/rn/50-24-8
2020-09-15T20:19:46Z,Voritek,Voritek,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Voritek,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:19:52Z,Kabidarba,Kabidarba,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Kabidarba,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:19:57Z,Phenergan,Phenergan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Phenergan,TRUE,FALSE,TRUE,Promethazine hydrochloride,58-33-3,https://chem.nlm.nih.gov/chemidplus/rn/58-33-3
2020-09-15T20:19:57Z,Phenergan,Phenergan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Phenergan,TRUE,FALSE,TRUE,Promethazine,60-87-7,https://chem.nlm.nih.gov/chemidplus/rn/60-87-7
2020-09-15T20:19:57Z,Phenergan,Phenergan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Phenergan,TRUE,FALSE,TRUE,Phenylephrine hydrochloride,61-76-7,https://chem.nlm.nih.gov/chemidplus/rn/61-76-7
2020-09-15T20:19:57Z,Phenergan,Phenergan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Phenergan,TRUE,FALSE,TRUE,Pseudoephedrine hydrochloride,345-78-8,https://chem.nlm.nih.gov/chemidplus/rn/345-78-8
2020-09-15T20:20:03Z,Granulocyte colony-stimulating factor,Granulocytecolony-stimulatingfactor,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Granulocytecolony-stimulatingfactor,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:20:09Z,Motesanib,Motesanib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Motesanib,TRUE,FALSE,TRUE,Motesanib,453562-69-1,https://chem.nlm.nih.gov/chemidplus/rn/453562-69-1
2020-09-15T20:20:09Z,Motesanib,Motesanib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Motesanib,TRUE,FALSE,TRUE,Motesanib diphosphate,857876-30-3,https://chem.nlm.nih.gov/chemidplus/rn/857876-30-3
2020-09-15T20:20:14Z,Ondanles,Ondanles,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Ondanles,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:20:20Z,IBset,IBset,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/IBset,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:20:25Z,Biosupressin,Biosupressin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biosupressin,TRUE,FALSE,TRUE, Hydroxyurea [USAN:USP],127-07-1,https://chem.nlm.nih.gov/chemidplus/rn/127-07-1
2020-09-15T20:20:32Z,Tegafur and uracil,Tegafuranduracil,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tegafuranduracil,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:20:40Z,Scandexon,Scandexon,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Scandexon,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:20:46Z,Supresol,Supresol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Supresol,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:20:54Z,Citaloxan,Citaloxan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Citaloxan,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:21:00Z,Paclitaxel,Paclitaxel,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Paclitaxel,TRUE,FALSE,TRUE,Paclitaxel,33069-62-4,https://chem.nlm.nih.gov/chemidplus/rn/33069-62-4
2020-09-15T20:21:06Z,Intramuscular,Intramuscular,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Intramuscular,TRUE,FALSE,TRUE,Loxapine,1977-10-2,https://chem.nlm.nih.gov/chemidplus/rn/1977-10-2
2020-09-15T20:21:06Z,Intramuscular,Intramuscular,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Intramuscular,TRUE,FALSE,TRUE,Olanzapine,132539-06-1,https://chem.nlm.nih.gov/chemidplus/rn/132539-06-1
2020-09-15T20:21:14Z,O Trexat,OTrexat,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/OTrexat,TRUE,FALSE,TRUE,Methotrexate,59-05-2,https://chem.nlm.nih.gov/chemidplus/rn/59-05-2
2020-09-15T20:21:20Z,Nidran,Nidran,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nidran,TRUE,FALSE,TRUE,Beclamide,501-68-8,https://chem.nlm.nih.gov/chemidplus/rn/501-68-8
2020-09-15T20:21:20Z,Nidran,Nidran,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nidran,TRUE,FALSE,TRUE,Osalmid,526-18-1,https://chem.nlm.nih.gov/chemidplus/rn/526-18-1
2020-09-15T20:21:20Z,Nidran,Nidran,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nidran,TRUE,FALSE,TRUE,Nimustine hydrochloride,55661-38-6,https://chem.nlm.nih.gov/chemidplus/rn/55661-38-6
2020-09-15T20:21:26Z,Sulfagrand,Sulfagrand,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Sulfagrand,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:21:35Z,Litalir,Litalir,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Litalir,TRUE,FALSE,TRUE, Hydroxyurea [USAN:USP],127-07-1,https://chem.nlm.nih.gov/chemidplus/rn/127-07-1
2020-09-15T20:21:41Z,Riboepi,Riboepi,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Riboepi,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:21:46Z,Docemax,Docemax,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Docemax,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:21:53Z,Tecflu,Tecflu,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tecflu,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:22:00Z,Gemcitabine,Gemcitabine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Gemcitabine,TRUE,FALSE,TRUE,Gemcitabine,95058-81-4,https://chem.nlm.nih.gov/chemidplus/rn/95058-81-4
2020-09-15T20:22:00Z,Gemcitabine,Gemcitabine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Gemcitabine,TRUE,FALSE,TRUE,Gemcitabine hydrochloride,122111-03-9,https://chem.nlm.nih.gov/chemidplus/rn/122111-03-9
2020-09-15T20:22:07Z,Nortrim,Nortrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nortrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:22:14Z,Isatuximab,Isatuximab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Isatuximab,TRUE,FALSE,TRUE, Isatuximab [USAN:INN],1461640-62-9,https://chem.nlm.nih.gov/chemidplus/rn/1461640-62-9
2020-09-15T20:22:21Z,Septra,Septra,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Septra,TRUE,FALSE,TRUE,Sulfamethoxazole,723-46-6,https://chem.nlm.nih.gov/chemidplus/rn/723-46-6
2020-09-15T20:22:21Z,Septra,Septra,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Septra,TRUE,FALSE,TRUE,Trimethoprim,738-70-5,https://chem.nlm.nih.gov/chemidplus/rn/738-70-5
2020-09-15T20:22:21Z,Septra,Septra,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Septra,TRUE,FALSE,TRUE,Amiodarone hydrochloride,19774-82-4,https://chem.nlm.nih.gov/chemidplus/rn/19774-82-4
2020-09-15T20:22:28Z,Depocyt,Depocyt,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Depocyt,TRUE,FALSE,TRUE, Cytarabine [USAN:USP:INN:BAN:JAN],147-94-4,https://chem.nlm.nih.gov/chemidplus/rn/147-94-4
2020-09-15T20:22:35Z,Kodolo,Kodolo,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Kodolo,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:22:41Z,Tecentriq,Tecentriq,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tecentriq,TRUE,FALSE,TRUE, Atezolizumab [USAN:INN],1380723-44-3,https://chem.nlm.nih.gov/chemidplus/rn/1380723-44-3
2020-09-15T20:22:48Z,Sinatrim,Sinatrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Sinatrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:22:54Z,Veltuzumab,Veltuzumab,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Veltuzumab,TRUE,FALSE,TRUE, Veltuzumab [USAN:INN],728917-18-8,https://chem.nlm.nih.gov/chemidplus/rn/728917-18-8
2020-09-15T20:23:02Z,Roubac,Roubac,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Roubac,TRUE,FALSE,TRUE,Trimethoprim,738-70-5,https://chem.nlm.nih.gov/chemidplus/rn/738-70-5
2020-09-15T20:23:08Z,Tacrolimus,Tacrolimus,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tacrolimus,TRUE,FALSE,TRUE,Tacrolimus,104987-11-3,https://chem.nlm.nih.gov/chemidplus/rn/104987-11-3
2020-09-15T20:23:08Z,Tacrolimus,Tacrolimus,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tacrolimus,TRUE,FALSE,TRUE,Tacrolimus,109581-93-3,https://chem.nlm.nih.gov/chemidplus/rn/109581-93-3
2020-09-15T20:23:15Z,Droxia,Droxia,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Droxia,TRUE,FALSE,TRUE,Hydroxyurea,127-07-1,https://chem.nlm.nih.gov/chemidplus/rn/127-07-1
2020-09-15T20:23:23Z,Carbotec,Carbotec,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Carbotec,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:23:30Z,Bibakrim,Bibakrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bibakrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:23:38Z,Klonopin,Klonopin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Klonopin,TRUE,FALSE,TRUE, Clonazepam [USAN:USP:INN:BAN:JAN],1622-61-3,https://chem.nlm.nih.gov/chemidplus/rn/1622-61-3
2020-09-15T20:23:45Z,Aspisol,Aspisol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aspisol,TRUE,FALSE,TRUE, Aspirin DL-lysine [JAN],62952-06-1,https://chem.nlm.nih.gov/chemidplus/rn/62952-06-1
2020-09-15T20:23:51Z,Aminocaproic acid,Aminocaproicacid,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aminocaproicacid,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:23:58Z,Faridak,Faridak,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Faridak,TRUE,FALSE,TRUE, Panobinostat [USAN:INN],404950-80-7,https://chem.nlm.nih.gov/chemidplus/rn/404950-80-7
2020-09-15T20:24:04Z,Saforax,Saforax,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Saforax,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:24:10Z,Refametinib,Refametinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Refametinib,TRUE,FALSE,TRUE, Refametinib [INN],923032-37-5,https://chem.nlm.nih.gov/chemidplus/rn/923032-37-5
2020-09-15T20:24:16Z,Pravachol,Pravachol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Pravachol,TRUE,FALSE,TRUE, Pravastatin sodium [USAN:USP:JAN],81131-70-6,https://chem.nlm.nih.gov/chemidplus/rn/81131-70-6
2020-09-15T20:24:22Z,Tonofolin,Tonofolin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Tonofolin,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:24:27Z,Crizotinib,Crizotinib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Crizotinib,TRUE,FALSE,TRUE,Crizotinib,877399-52-5,https://chem.nlm.nih.gov/chemidplus/rn/877399-52-5
2020-09-15T20:24:33Z,Aspirin,Aspirin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aspirin,TRUE,FALSE,TRUE,Aspirin,50-78-2,https://chem.nlm.nih.gov/chemidplus/rn/50-78-2
2020-09-15T20:24:33Z,Aspirin,Aspirin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aspirin,TRUE,FALSE,TRUE,Meprobamate,57-53-4,https://chem.nlm.nih.gov/chemidplus/rn/57-53-4
2020-09-15T20:24:33Z,Aspirin,Aspirin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aspirin,TRUE,FALSE,TRUE,Acetaminophen,103-90-2,https://chem.nlm.nih.gov/chemidplus/rn/103-90-2
2020-09-15T20:24:33Z,Aspirin,Aspirin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Aspirin,TRUE,FALSE,TRUE,Chlorpheniramine maleate,113-92-8,https://chem.nlm.nih.gov/chemidplus/rn/113-92-8
2020-09-15T20:24:40Z,Penzole,Penzole,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Penzole,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:24:46Z,Anti-CD19 antibody,Anti-CD19antibody,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Anti-CD19antibody,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:24:52Z,Nubeqa,Nubeqa,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nubeqa,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:24:57Z,Equate Daily,EquateDaily,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/EquateDaily,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:25:03Z,Daunoblastina,Daunoblastina,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Daunoblastina,TRUE,FALSE,TRUE, Daunorubicin hydrochloride [USAN:USP:JAN],23541-50-6,https://chem.nlm.nih.gov/chemidplus/rn/23541-50-6
2020-09-15T20:25:09Z,Lupectrin,Lupectrin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Lupectrin,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:25:14Z,Deltasolone,Deltasolone,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Deltasolone,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:25:19Z,Phenaspirine,Phenaspirine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Phenaspirine,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:25:25Z,Delta Cortelan,DeltaCortelan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/DeltaCortelan,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:25:30Z,Randa,Randa,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Randa,TRUE,FALSE,TRUE,Tripoli,1317-95-9,https://chem.nlm.nih.gov/chemidplus/rn/1317-95-9
2020-09-15T20:25:30Z,Randa,Randa,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Randa,TRUE,FALSE,TRUE,Tofisopam,22345-47-7,https://chem.nlm.nih.gov/chemidplus/rn/22345-47-7
2020-09-15T20:25:30Z,Randa,Randa,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Randa,TRUE,FALSE,TRUE,Labetalol hydrochloride,32780-64-6,https://chem.nlm.nih.gov/chemidplus/rn/32780-64-6
2020-09-15T20:25:36Z,Dabrafenib,Dabrafenib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dabrafenib,TRUE,FALSE,TRUE,Dabrafenib,1195765-45-7,https://chem.nlm.nih.gov/chemidplus/rn/1195765-45-7
2020-09-15T20:25:36Z,Dabrafenib,Dabrafenib,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dabrafenib,TRUE,FALSE,TRUE,Dabrafenib mesylate,1195768-06-9,https://chem.nlm.nih.gov/chemidplus/rn/1195768-06-9
2020-09-15T20:25:43Z,Dexmene,Dexmene,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Dexmene,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:25:56Z,Suptrim,Suptrim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Suptrim,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:26:02Z,Uroplus DS,UroplusDS,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/UroplusDS,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:26:07Z,Bactoprim,Bactoprim,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bactoprim,TRUE,FALSE,TRUE, Trimethoprim [USAN:USP:INN:BAN:JAN],738-70-5,https://chem.nlm.nih.gov/chemidplus/rn/738-70-5
2020-09-15T20:26:13Z,Ruxience,Ruxience,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Ruxience,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:26:23Z,Bonaid,Bonaid,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bonaid,TRUE,FALSE,TRUE, Buquinolate [USAN:INN],5486-03-3,https://chem.nlm.nih.gov/chemidplus/rn/5486-03-3
2020-09-15T20:26:29Z,Cardioxane,Cardioxane,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cardioxane,TRUE,FALSE,TRUE,Dexrazoxane,24584-09-6,https://chem.nlm.nih.gov/chemidplus/rn/24584-09-6
2020-09-15T20:26:35Z,Bortecad,Bortecad,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Bortecad,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:26:42Z,Cycram,Cycram,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cycram,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:26:48Z,Folic acid,Folicacid,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Folicacid,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:26:53Z,Medisolu,Medisolu,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Medisolu,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:27:01Z,Soluble AAC,SolubleAAC,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/SolubleAAC,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:27:07Z,Granulocyte colony-stimulating factors,Granulocytecolony-stimulatingfactors,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Granulocytecolony-stimulatingfactors,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:27:13Z,Cancer of unknown primary medication,Cancerofunknownprimarymedication,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cancerofunknownprimarymedication,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:27:20Z,Raloxifene,Raloxifene,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Raloxifene,TRUE,FALSE,TRUE,Raloxifene hydrochloride,82640-04-8,https://chem.nlm.nih.gov/chemidplus/rn/82640-04-8
2020-09-15T20:27:20Z,Raloxifene,Raloxifene,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Raloxifene,TRUE,FALSE,TRUE,Raloxifene,84449-90-1,https://chem.nlm.nih.gov/chemidplus/rn/84449-90-1
2020-09-15T20:27:25Z,Alendro,Alendro,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Alendro,TRUE,FALSE,TRUE,Alendronic acid,66376-36-1,https://chem.nlm.nih.gov/chemidplus/rn/66376-36-1
2020-09-15T20:27:25Z,Alendro,Alendro,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Alendro,TRUE,FALSE,TRUE,Alendronate sodium,121268-17-5,https://chem.nlm.nih.gov/chemidplus/rn/121268-17-5
2020-09-15T20:27:31Z,Meti-derm,Meti-derm,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Meti-derm,TRUE,FALSE,TRUE, Prednisolone [INN:BAN:JAN],50-24-8,https://chem.nlm.nih.gov/chemidplus/rn/50-24-8
2020-09-15T20:27:37Z,Temozolomide,Temozolomide,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Temozolomide,TRUE,FALSE,TRUE,Temozolomide,85622-93-1,https://chem.nlm.nih.gov/chemidplus/rn/85622-93-1
2020-09-15T20:27:44Z,Protein expression-specific medication,Proteinexpression-specificmedication,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Proteinexpression-specificmedication,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:27:50Z,Platicis,Platicis,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Platicis,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:27:55Z,Betrixaban,Betrixaban,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Betrixaban,TRUE,FALSE,TRUE,Betrixaban,330942-05-7,https://chem.nlm.nih.gov/chemidplus/rn/330942-05-7
2020-09-15T20:28:01Z,Myezom,Myezom,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Myezom,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:28:07Z,Dontisolon D,DontisolonD,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/DontisolonD,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:28:14Z,Levoleucovorin,Levoleucovorin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Levoleucovorin,TRUE,FALSE,TRUE,Levoleucovorin calcium,80433-71-2,https://chem.nlm.nih.gov/chemidplus/rn/80433-71-2
2020-09-15T20:28:22Z,Nitrumon,Nitrumon,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Nitrumon,TRUE,FALSE,TRUE, Carmustine [USAN:USP:INN:BAN],154-93-8,https://chem.nlm.nih.gov/chemidplus/rn/154-93-8
2020-09-15T20:28:30Z,Clopalvix,Clopalvix,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Clopalvix,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:28:36Z,Mitosol,Mitosol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Mitosol,TRUE,FALSE,TRUE, Mitomycin [USAN:USP:INN:BAN],50-07-7,https://chem.nlm.nih.gov/chemidplus/rn/50-07-7
2020-09-15T20:28:42Z,Amifostine,Amifostine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Amifostine,TRUE,FALSE,TRUE,Amifostine,20537-88-6,https://chem.nlm.nih.gov/chemidplus/rn/20537-88-6
2020-09-15T20:28:42Z,Amifostine,Amifostine,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Amifostine,TRUE,FALSE,TRUE,Amifostine,112901-68-5,https://chem.nlm.nih.gov/chemidplus/rn/112901-68-5
2020-09-15T20:28:48Z,Novastan,Novastan,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Novastan,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:28:53Z,Cispatin,Cispatin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Cispatin,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:00Z,Geniol SC,GeniolSC,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/GeniolSC,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:06Z,Biosimilar,Biosimilar,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biosimilar,TRUE,FALSE,TRUE,Etanercept,185243-69-0,https://chem.nlm.nih.gov/chemidplus/rn/185243-69-0
2020-09-15T20:29:06Z,Biosimilar,Biosimilar,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biosimilar,TRUE,FALSE,TRUE,Bevacizumab,216974-75-3,https://chem.nlm.nih.gov/chemidplus/rn/216974-75-3
2020-09-15T20:29:12Z,Venopirin,Venopirin,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Venopirin,TRUE,FALSE,TRUE,Aspirin DL-lysine,62952-06-1,https://chem.nlm.nih.gov/chemidplus/rn/62952-06-1
2020-09-15T20:29:17Z,Percas,Percas,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Percas,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:23Z,Solocort-ACT,Solocort-ACT,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Solocort-ACT,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:30Z,Biosulten,Biosulten,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Biosulten,TRUE,FALSE,TRUE, Trimethoprim [USAN:USP:INN:BAN:JAN],738-70-5,https://chem.nlm.nih.gov/chemidplus/rn/738-70-5
2020-09-15T20:29:37Z,Kotazol,Kotazol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Kotazol,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:43Z,DUO Septol,DUOSeptol,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/DUOSeptol,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:51Z,REMS program,REMSprogram,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/REMSprogram,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:29:57Z,Lastet S,LastetS,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/LastetS,TRUE,TRUE,FALSE,"NA","NA","NA"
2020-09-15T20:30:05Z,Zontivity,Zontivity,contains,https://chem.nlm.nih.gov/chemidplus/name/contains/Zontivity,TRUE,FALSE,TRUE, Vorapaxar [USAN:INN],618385-01-6,https://chem.nlm.nih.gov/chemidplus/rn/618385-01-6
